gene_name,gene_id,mgi_symbol
ENSMUSG00000086638,28099,4930405A21Rik
ENSMUSG00000086641,28100,Gm13663
ENSMUSG00000086643,28101,Gm15687
ENSMUSG00000086644,28102,Gm13470
ENSMUSG00000086645,28103,Gm15743
ENSMUSG00000086646,28104,Platr20
ENSMUSG00000086648,28105,Gm15511
ENSMUSG00000086649,28106,Gm15286
ENSMUSG00000086650,28107,A430048G15Rik
ENSMUSG00000086652,28108,Gm14029
ENSMUSG00000086653,28109,9130015L21Rik
ENSMUSG00000086654,28110,Gm13165
ENSMUSG00000086655,28111,C330018A13Rik
ENSMUSG00000086656,28112,Gm15701
ENSMUSG00000086657,28113,Stamos
ENSMUSG00000086658,28114,Gm14260
ENSMUSG00000086659,28115,Gm14146
ENSMUSG00000086660,28116,Gm12594
ENSMUSG00000086662,28117,BC046251
ENSMUSG00000086665,28118,Gm13067
ENSMUSG00000086666,28119,Gm12249
ENSMUSG00000086667,28120,Gm13434
ENSMUSG00000086669,28121,AA645442
ENSMUSG00000086670,28122,Gm13194
ENSMUSG00000086671,28123,Gm13618
ENSMUSG00000086674,28124,Zfp286os
ENSMUSG00000086675,28125,Plxna4os2
ENSMUSG00000086676,28126,Gm14705
ENSMUSG00000086677,28127,Tvp23bos
ENSMUSG00000086679,28128,Gm15551
ENSMUSG00000086680,28129,Gm11592
ENSMUSG00000086681,28130,Gm16178
ENSMUSG00000086682,28131,Gm16023
ENSMUSG00000086683,28132,Gm12867
ENSMUSG00000086684,28133,Gm12590
ENSMUSG00000086686,28134,F630206G17Rik
ENSMUSG00000086687,28135,4930547E08Rik
ENSMUSG00000086688,28136,Gm11560
ENSMUSG00000086689,28137,Gm16876
ENSMUSG00000086690,28138,4933406J10Rik
ENSMUSG00000086691,28139,Gm15432
ENSMUSG00000086693,28140,A730081D07Rik
ENSMUSG00000086694,28141,Gm16237
ENSMUSG00000086695,28142,Gm15247
ENSMUSG00000086696,28143,Gm11234
ENSMUSG00000086697,28144,4933427G23Rik
ENSMUSG00000086698,28145,4930511O05Rik
ENSMUSG00000086699,28146,Gm16510
ENSMUSG00000086700,28147,Gm15747
ENSMUSG00000086701,28148,Gm13595
ENSMUSG00000086702,28149,Gm12347
ENSMUSG00000086703,28150,4930507D10Rik
ENSMUSG00000086704,28151,Gm14582
ENSMUSG00000086706,28152,Gm15848
ENSMUSG00000086707,28153,Gm12088
ENSMUSG00000086708,28154,Gm15577
ENSMUSG00000086709,28155,Gm16263
ENSMUSG00000086710,28156,Gm13465
ENSMUSG00000086711,28157,Gm15482
ENSMUSG00000086712,28158,AI427809
ENSMUSG00000086713,28159,4930407G08Rik
ENSMUSG00000086714,28160,0610009E02Rik
ENSMUSG00000086715,28161,B230112J18Rik
ENSMUSG00000086716,28162,Gm11629
ENSMUSG00000086717,28163,Gm15655
ENSMUSG00000086718,28164,Gm16069
ENSMUSG00000086719,28165,Gm16275
ENSMUSG00000086720,28166,Plxna4os3
ENSMUSG00000086721,28167,Gm13750
ENSMUSG00000086722,28168,Gm15499
ENSMUSG00000086724,28169,Gm12833
ENSMUSG00000086725,28170,A630052C17Rik
ENSMUSG00000086726,28171,Gm9458
ENSMUSG00000086727,28172,4931428L18Rik
ENSMUSG00000086728,28173,Man2c1os
ENSMUSG00000086729,28174,Gm15589
ENSMUSG00000086730,28175,Platr12
ENSMUSG00000086731,28176,Sox5os5
ENSMUSG00000086732,28177,Gm6117
ENSMUSG00000086733,28178,Gm11685
ENSMUSG00000086735,28179,Gm13977
ENSMUSG00000086736,28180,Gm14902
ENSMUSG00000086737,28181,Gm13763
ENSMUSG00000086738,28182,Gm12154
ENSMUSG00000086739,28183,Gm4409
ENSMUSG00000086740,28184,Gm17029
ENSMUSG00000086741,28185,Gm15816
ENSMUSG00000086742,28186,Gm16201
ENSMUSG00000086743,28187,Hnrnpa1l2-ps
ENSMUSG00000086744,28188,NA
ENSMUSG00000086745,28189,Tspan2os
ENSMUSG00000086746,28190,Gm15222
ENSMUSG00000086748,28191,Gm13261
ENSMUSG00000086749,28192,Gm12037
ENSMUSG00000086750,28193,Gm11770
ENSMUSG00000086752,28194,Gm11674
ENSMUSG00000086753,28195,Gm15751
ENSMUSG00000086754,28196,Gm16098
ENSMUSG00000086755,28197,Gm11216
ENSMUSG00000086756,28198,Gm14051
ENSMUSG00000086758,28199,Gm13912
ENSMUSG00000086760,28200,1700025D23Rik
ENSMUSG00000086761,28201,Cep112os1
ENSMUSG00000086762,28202,Gm14546
ENSMUSG00000086763,28203,Plxna4os1
ENSMUSG00000086764,28204,4930527A07Rik
ENSMUSG00000086765,28205,Gm11827
ENSMUSG00000086766,28206,Gm15969
ENSMUSG00000086767,28207,Gm13070
ENSMUSG00000086769,28208,Gm15587
ENSMUSG00000086770,28209,Gm15351
ENSMUSG00000086771,28210,1700080G11Rik
ENSMUSG00000086772,28211,Gm11705
ENSMUSG00000086773,28212,Gm16192
ENSMUSG00000086774,28213,Gm11915
ENSMUSG00000086775,28214,Snhg7os
ENSMUSG00000086777,28215,Far2os2
ENSMUSG00000086779,28216,Gm13562
ENSMUSG00000086781,28217,1700092C02Rik
ENSMUSG00000086782,28218,E130102H24Rik
ENSMUSG00000086783,28219,Gm14262
ENSMUSG00000086784,28220,Isoc2a
ENSMUSG00000086785,28221,Gm6081
ENSMUSG00000086786,28222,Gm15908
ENSMUSG00000086788,28223,1700029M20Rik
ENSMUSG00000086789,28224,Lyrm7os
ENSMUSG00000086790,28225,Gm12911
ENSMUSG00000086791,28226,Gm12147
ENSMUSG00000086792,28227,Gm12364
ENSMUSG00000086793,28228,Gm13764
ENSMUSG00000086794,28229,Gm11642
ENSMUSG00000086795,28230,Gm11579
ENSMUSG00000086796,28231,4932702P03Rik
ENSMUSG00000086798,28232,Gm16222
ENSMUSG00000086799,28233,4930502E09Rik
ENSMUSG00000086800,28234,4930556L07Rik
ENSMUSG00000086801,28235,Gm15943
ENSMUSG00000086804,28236,Gm43154
ENSMUSG00000086805,28237,4932443L11Rik
ENSMUSG00000086806,28238,Gm13054
ENSMUSG00000086807,28239,Platr21
ENSMUSG00000086808,28240,Gm11981
ENSMUSG00000086810,28241,Gm13110
ENSMUSG00000086812,28242,Gm8978
ENSMUSG00000086813,28243,Gm13657
ENSMUSG00000086814,28244,Gm15677
ENSMUSG00000086815,28245,3110082J24Rik
ENSMUSG00000086816,28246,Gm16726
ENSMUSG00000086817,28247,Gm11482
ENSMUSG00000086818,28248,Ctrcos
ENSMUSG00000086819,28249,Gm13613
ENSMUSG00000086820,28250,Gm11465
ENSMUSG00000086821,28251,Gm13377
ENSMUSG00000086822,28252,5330413P13Rik
ENSMUSG00000086823,28253,1700028P15Rik
ENSMUSG00000086824,28254,4930448D08Rik
ENSMUSG00000086825,28255,Gm15675
ENSMUSG00000086826,28256,Gm11739
ENSMUSG00000086827,28257,4930461C15Rik
ENSMUSG00000086828,28258,Gm15579
ENSMUSG00000086830,28259,Gm13467
ENSMUSG00000086831,28260,Gm14280
ENSMUSG00000086833,28261,Gm12440
ENSMUSG00000086834,28262,Gm14547
ENSMUSG00000086835,28263,Gm11775
ENSMUSG00000086836,28264,Gm13748
ENSMUSG00000086837,28265,Gm16618
ENSMUSG00000086838,28266,Gm16212
ENSMUSG00000086839,28267,Gm11973
ENSMUSG00000086840,28268,Gm14250
ENSMUSG00000086841,28269,2410006H16Rik
ENSMUSG00000086842,28270,Gm15681
ENSMUSG00000086843,28271,E030013I19Rik
ENSMUSG00000086844,28272,B230206H07Rik
ENSMUSG00000086845,28273,Gm13010
ENSMUSG00000086846,28274,Gm13642
ENSMUSG00000086847,28275,Tbx3os2
ENSMUSG00000086848,28276,Lce6a
ENSMUSG00000086849,28277,Gm13840
ENSMUSG00000086850,28278,Gm13257
ENSMUSG00000086851,28279,A430108G06Rik
ENSMUSG00000086852,28280,Gm11374
ENSMUSG00000086853,28281,NA
ENSMUSG00000086854,28282,Gm13781
ENSMUSG00000086855,28283,Gm13844
ENSMUSG00000086856,28284,Gm16080
ENSMUSG00000086858,28285,Trav20
ENSMUSG00000086859,28286,Snhg20
ENSMUSG00000086860,28287,Gm1720
ENSMUSG00000086861,28288,Gm15325
ENSMUSG00000086862,28289,Gm13546
ENSMUSG00000086863,28290,Gm15543
ENSMUSG00000086864,28291,A630077J23Rik
ENSMUSG00000086866,28292,4930512H18Rik
ENSMUSG00000086867,28293,Gm4577
ENSMUSG00000086868,28294,Gm15883
ENSMUSG00000086869,28295,NA
ENSMUSG00000086870,28296,Gm15288
ENSMUSG00000086872,28297,Gm14225
ENSMUSG00000086873,28298,Gm15672
ENSMUSG00000086874,28299,Gm13175
ENSMUSG00000086875,28300,Gm8975
ENSMUSG00000086876,28301,Gm12828
ENSMUSG00000086877,28302,A230072C01Rik
ENSMUSG00000086879,28303,Gm14012
ENSMUSG00000086881,28304,Gm13594
ENSMUSG00000086882,28305,Gm13352
ENSMUSG00000086883,28306,Gm15992
ENSMUSG00000086884,28307,Gm16225
ENSMUSG00000086885,28308,Gm13846
ENSMUSG00000086886,28309,Gm15135
ENSMUSG00000086887,28310,1700060C16Rik
ENSMUSG00000086889,28311,Phf2os1
ENSMUSG00000086890,28312,1700021J08Rik
ENSMUSG00000086891,28313,Gm15963
ENSMUSG00000086892,28314,4933430M04Rik
ENSMUSG00000086893,28315,Gm11365
ENSMUSG00000086894,28316,Gm15708
ENSMUSG00000086896,28317,Cyp4x1os
ENSMUSG00000086898,28318,Itpr3os
ENSMUSG00000086899,28319,1600002D24Rik
ENSMUSG00000086900,28320,Kcnab3os
ENSMUSG00000086902,28321,Gm11728
ENSMUSG00000086903,28322,Hotair
ENSMUSG00000086904,28323,Gm13404
ENSMUSG00000086905,28324,Gm13716
ENSMUSG00000086908,28325,Gm13598
ENSMUSG00000086909,28326,Gm4926
ENSMUSG00000086910,28327,Gm15755
ENSMUSG00000086911,28328,Gm12027
ENSMUSG00000086912,28329,4930505O20Rik
ENSMUSG00000086913,28330,Gm14019
ENSMUSG00000086914,28331,Gm16124
ENSMUSG00000086915,28332,Gm16365
ENSMUSG00000086916,28333,Gm15903
ENSMUSG00000086917,28334,Gm11630
ENSMUSG00000086918,28335,4930429F24Rik
ENSMUSG00000086919,28336,Gm11497
ENSMUSG00000086920,28337,Gm12207
ENSMUSG00000086921,28338,Gm13189
ENSMUSG00000086922,28339,Gm13835
ENSMUSG00000086923,28340,4930406D18Rik
ENSMUSG00000086924,28341,Gm11766
ENSMUSG00000086925,28342,Gm6286
ENSMUSG00000086926,28343,Gm6226
ENSMUSG00000086927,28344,Gm11823
ENSMUSG00000086928,28345,Gm14210
ENSMUSG00000086929,28346,Gm11788
ENSMUSG00000086930,28347,Frs3os
ENSMUSG00000086931,28348,Gm14532
ENSMUSG00000086932,28349,Gm22000
ENSMUSG00000086933,28350,4933426K07Rik
ENSMUSG00000086935,28351,Gm15956
ENSMUSG00000086936,28352,Gm9697
ENSMUSG00000086937,28353,Gm15063
ENSMUSG00000086938,28354,4930481A15Rik
ENSMUSG00000086939,28355,Gm13530
ENSMUSG00000086940,28356,Gm12746
ENSMUSG00000086942,28357,Gm15489
ENSMUSG00000086943,28358,4732414G09Rik
ENSMUSG00000086944,28359,Gm15859
ENSMUSG00000086945,28360,4930562A09Rik
ENSMUSG00000086946,28361,Gm15527
ENSMUSG00000086947,28362,4930522O17Rik
ENSMUSG00000086948,28363,Gm14697
ENSMUSG00000086949,28364,Gm13066
ENSMUSG00000086951,28365,1700051A21Rik
ENSMUSG00000086952,28366,Gm12596
ENSMUSG00000086953,28367,Aknaos
ENSMUSG00000086954,28368,4930583P06Rik
ENSMUSG00000086955,28369,1700021L23Rik
ENSMUSG00000086957,28370,Gm13869
ENSMUSG00000086959,28371,E330010L02Rik
ENSMUSG00000086960,28372,Gm13017
ENSMUSG00000086961,28373,Gm12946
ENSMUSG00000086962,28374,Gm12248
ENSMUSG00000086963,28375,Gm14135
ENSMUSG00000086964,28376,Gm15948
ENSMUSG00000086965,28377,Gm16314
ENSMUSG00000086967,28378,NA
ENSMUSG00000086968,28379,4933431E20Rik
ENSMUSG00000086969,28380,4930443O20Rik
ENSMUSG00000086970,28381,Bcas1os1
ENSMUSG00000086971,28382,4930527B05Rik
ENSMUSG00000086975,28383,Gm15208
ENSMUSG00000086976,28384,Gm12316
ENSMUSG00000086978,28385,4933435F18Rik
ENSMUSG00000086980,28386,Gm13791
ENSMUSG00000086981,28387,Gm12171
ENSMUSG00000086984,28388,Gm6762
ENSMUSG00000086986,28389,Gm12103
ENSMUSG00000086987,28390,Gm12484
ENSMUSG00000086989,28391,Gm16441
ENSMUSG00000086991,28392,Gm15334
ENSMUSG00000086992,28393,Gm15941
ENSMUSG00000086993,28394,Rsf1os2
ENSMUSG00000086994,28395,Gm13402
ENSMUSG00000086995,28396,Gm13544
ENSMUSG00000086996,28397,4933416E14Rik
ENSMUSG00000086997,28398,Gm12981
ENSMUSG00000086998,28399,Gm16033
ENSMUSG00000086999,28400,Bcas1os2
ENSMUSG00000087001,28401,Gm15475
ENSMUSG00000087002,28402,Gm16277
ENSMUSG00000087003,28403,Cntrobos
ENSMUSG00000087004,28404,Gm14154
ENSMUSG00000087006,28405,Gm13889
ENSMUSG00000087008,28406,Gm5530
ENSMUSG00000087009,28407,Nphs1os
ENSMUSG00000087010,28408,1700041M05Rik
ENSMUSG00000087011,28409,Gm12930
ENSMUSG00000087012,28410,NA
ENSMUSG00000087013,28411,2610027K06Rik
ENSMUSG00000087014,28412,Gm16364
ENSMUSG00000087015,28413,Gm14041
ENSMUSG00000087016,28414,Gm15979
ENSMUSG00000087017,28415,4930417H01Rik
ENSMUSG00000087018,28416,2900072N19Rik
ENSMUSG00000087020,28417,Gm16283
ENSMUSG00000087021,28418,Fthl17-ps3
ENSMUSG00000087022,28419,9130024F11Rik
ENSMUSG00000087024,28420,B230119M05Rik
ENSMUSG00000087026,28421,A230103J11Rik
ENSMUSG00000087027,28422,Gm13206
ENSMUSG00000087028,28423,Gm13387
ENSMUSG00000087029,28424,Gm14133
ENSMUSG00000087030,28425,Gm16143
ENSMUSG00000087031,28426,Gm14241
ENSMUSG00000087032,28427,Gm13874
ENSMUSG00000087033,28428,Gm14155
ENSMUSG00000087035,28429,Tmem74bos
ENSMUSG00000087036,28430,Gm11748
ENSMUSG00000087037,28431,4930432L08Rik
ENSMUSG00000087038,28432,2900079G21Rik
ENSMUSG00000087039,28433,Cdrt4os2
ENSMUSG00000087040,28434,Gm14033
ENSMUSG00000087041,28435,Gm16295
ENSMUSG00000087042,28436,Gm11611
ENSMUSG00000087043,28437,Gm13599
ENSMUSG00000087044,28438,1700042G15Rik
ENSMUSG00000087045,28439,4930515B02Rik
ENSMUSG00000087047,28440,1700110K17Rik
ENSMUSG00000087049,28441,Bach2it1
ENSMUSG00000087050,28442,Dhrs13os
ENSMUSG00000087051,28443,Gm12730
ENSMUSG00000087052,28444,Gm8093
ENSMUSG00000087053,28445,Gm15082
ENSMUSG00000087054,28446,Gm12405
ENSMUSG00000087055,28447,Gm11948
ENSMUSG00000087056,28448,Gm14004
ENSMUSG00000087057,28449,Gm11730
ENSMUSG00000087058,28450,Gm12301
ENSMUSG00000087059,28451,Gm12339
ENSMUSG00000087060,28452,Eldr
ENSMUSG00000087061,28453,A130030D18Rik
ENSMUSG00000087062,28454,Gm13587
ENSMUSG00000087063,28455,Gm15857
ENSMUSG00000087064,28456,Sap30bpos
ENSMUSG00000087066,28457,Gm15518
ENSMUSG00000087067,28458,Gm11532
ENSMUSG00000087069,28459,Gm13793
ENSMUSG00000087070,28460,Gm12505
ENSMUSG00000087071,28461,Trp73os
ENSMUSG00000087072,28462,Recql5os1
ENSMUSG00000087074,28463,Gm14249
ENSMUSG00000087075,28464,A230065H16Rik
ENSMUSG00000087076,28465,Gm13229
ENSMUSG00000087077,28466,Gm12480
ENSMUSG00000087079,28467,Gm13389
ENSMUSG00000087080,28468,Gm12199
ENSMUSG00000087082,28469,Gm15423
ENSMUSG00000087083,28470,Gm15083
ENSMUSG00000087084,28471,Gm13016
ENSMUSG00000087085,28472,Gm12068
ENSMUSG00000087086,28473,Gm13269
ENSMUSG00000087088,28474,Gm16638
ENSMUSG00000087089,28475,Gm12160
ENSMUSG00000087090,28476,Nctc1
ENSMUSG00000087093,28477,Gm15486
ENSMUSG00000087094,28478,Gm13093
ENSMUSG00000087095,28479,Emx2os
ENSMUSG00000087097,28480,4930586N03Rik
ENSMUSG00000087098,28481,Gm11884
ENSMUSG00000087099,28482,Gm11782
ENSMUSG00000087100,28483,Gm14641
ENSMUSG00000087102,28484,Gm13661
ENSMUSG00000087103,28485,Gm13344
ENSMUSG00000087104,28486,Tmem132cos
ENSMUSG00000087106,28487,Gm13964
ENSMUSG00000087107,28488,AI662270
ENSMUSG00000087108,28489,Gm16093
ENSMUSG00000087109,28490,4930474H06Rik
ENSMUSG00000087110,28491,Gm11264
ENSMUSG00000087111,28492,Gm11399
ENSMUSG00000087112,28493,Gm7237
ENSMUSG00000087113,28494,Gm11714
ENSMUSG00000087114,28495,Gm16099
ENSMUSG00000087115,28496,Pcsk2os2
ENSMUSG00000087116,28497,Gm12324
ENSMUSG00000087117,28498,Gm11523
ENSMUSG00000087119,28499,Atg4a-ps
ENSMUSG00000087120,28500,Gm12279
ENSMUSG00000087121,28501,Gm7847
ENSMUSG00000087122,28502,4930403D09Rik
ENSMUSG00000087123,28503,Gm6706
ENSMUSG00000087124,28504,Gm13839
ENSMUSG00000087125,28505,A230108P19Rik
ENSMUSG00000087127,28506,Gm12756
ENSMUSG00000087128,28507,Gm12655
ENSMUSG00000087129,28508,Gm16316
ENSMUSG00000087131,28509,Gm16152
ENSMUSG00000087132,28510,A930001C03Rik
ENSMUSG00000087133,28511,Gm27192
ENSMUSG00000087135,28512,Gm16096
ENSMUSG00000087136,28513,Gm15864
ENSMUSG00000087137,28514,4930509K18Rik
ENSMUSG00000087138,28515,Gm15545
ENSMUSG00000087139,28516,Gm11683
ENSMUSG00000087140,28517,Gm11376
ENSMUSG00000087141,28518,Plcxd2
ENSMUSG00000087142,28519,Gm12454
ENSMUSG00000087143,28520,A830082K12Rik
ENSMUSG00000087144,28521,Gm5958
ENSMUSG00000087145,28522,Gm12665
ENSMUSG00000087146,28523,Gm15205
ENSMUSG00000087147,28524,Gm14228
ENSMUSG00000087148,28525,1700030C14Rik
ENSMUSG00000087149,28526,Itih5l-ps
ENSMUSG00000087150,28527,BC064078
ENSMUSG00000087151,28528,Gm14022
ENSMUSG00000087152,28529,Cldn34-ps
ENSMUSG00000087153,28530,Gm6483
ENSMUSG00000087155,28531,Gm15008
ENSMUSG00000087157,28532,Sox5os2
ENSMUSG00000087158,28533,Gm14093
ENSMUSG00000087159,28534,Gm15246
ENSMUSG00000087160,28535,Gm16336
ENSMUSG00000087162,28536,Gm14244
ENSMUSG00000087163,28537,Gm16230
ENSMUSG00000087164,28538,Nr5a1os
ENSMUSG00000087165,28539,2010001A14Rik
ENSMUSG00000087166,28540,L1td1
ENSMUSG00000087167,28541,Gm15891
ENSMUSG00000087168,28542,Gm15983
ENSMUSG00000087170,28543,1700001G01Rik
ENSMUSG00000087171,28544,Gm12962
ENSMUSG00000087172,28545,Gm12153
ENSMUSG00000087173,28546,Gm11337
ENSMUSG00000087174,28547,5530601H04Rik
ENSMUSG00000087175,28548,Gm15133
ENSMUSG00000087176,28549,D230022J07Rik
ENSMUSG00000087177,28550,E130307A14Rik
ENSMUSG00000087178,28551,A230056P14Rik
ENSMUSG00000087179,28552,Gm14230
ENSMUSG00000087180,28553,Gm11924
ENSMUSG00000087181,28554,Gm13570
ENSMUSG00000087182,28555,NA
ENSMUSG00000087184,28556,Gm11650
ENSMUSG00000087185,28557,Gm13872
ENSMUSG00000087187,28558,Gm13431
ENSMUSG00000087190,28559,D430001F17Rik
ENSMUSG00000087192,28560,4930412L05Rik
ENSMUSG00000087193,28561,Gm14820
ENSMUSG00000087194,28562,Skint6
ENSMUSG00000087195,28563,Gm12907
ENSMUSG00000087196,28564,Gm13373
ENSMUSG00000087197,28565,Gm13780
ENSMUSG00000087198,28566,Gm13097
ENSMUSG00000087199,28567,Gm15818
ENSMUSG00000087200,28568,Lrp8os3
ENSMUSG00000087201,28569,Gm15261
ENSMUSG00000087202,28570,Gm15813
ENSMUSG00000087203,28571,Gm13986
ENSMUSG00000087204,28572,1700073E17Rik
ENSMUSG00000087205,28573,4930445N08Rik
ENSMUSG00000087206,28574,Gm16175
ENSMUSG00000087207,28575,Gm13147
ENSMUSG00000087208,28576,Gm5125
ENSMUSG00000087210,28577,Gm15391
ENSMUSG00000087211,28578,Lhx1os
ENSMUSG00000087213,28579,2810408I11Rik
ENSMUSG00000087214,28580,Gm15555
ENSMUSG00000087215,28581,Gm14618
ENSMUSG00000087216,28582,E130111B04Rik
ENSMUSG00000087217,28583,Gm13209
ENSMUSG00000087219,28584,Gm13376
ENSMUSG00000087220,28585,Gm11377
ENSMUSG00000087221,28586,BC037032
ENSMUSG00000087222,28587,E030042O20Rik
ENSMUSG00000087223,28588,4930442L01Rik
ENSMUSG00000087225,28589,Gm14014
ENSMUSG00000087226,28590,Gm14015
ENSMUSG00000087228,28591,Gm12827
ENSMUSG00000087230,28592,Mroh3
ENSMUSG00000087231,28593,E230016M11Rik
ENSMUSG00000087232,28594,Gm14764
ENSMUSG00000087233,28595,4930594C11Rik
ENSMUSG00000087234,28596,Gm13759
ENSMUSG00000087235,28597,Gm4750
ENSMUSG00000087236,28598,Gm1305
ENSMUSG00000087238,28599,Gm12865
ENSMUSG00000087239,28600,Gm7613
ENSMUSG00000087240,28601,Gm15976
ENSMUSG00000087241,28602,Gm11844
ENSMUSG00000087242,28603,C78197
ENSMUSG00000087244,28604,Gm7284
ENSMUSG00000087245,28605,Gm12126
ENSMUSG00000087246,28606,Gm13346
ENSMUSG00000087247,28607,Fam150a
ENSMUSG00000087248,28608,Gm16120
ENSMUSG00000087249,28609,Gm16062
ENSMUSG00000087250,28610,Usp46os1
ENSMUSG00000087252,28611,Gm14379
ENSMUSG00000087253,28612,Gm12043
ENSMUSG00000087254,28613,2310005A03Rik
ENSMUSG00000087255,28614,Gm6985
ENSMUSG00000087256,28615,Gm15990
ENSMUSG00000087258,28616,Gm15461
ENSMUSG00000087259,28617,2610035D17Rik
ENSMUSG00000087260,28618,Lamtor5
ENSMUSG00000087261,28619,Gm15477
ENSMUSG00000087263,28620,Gm15726
ENSMUSG00000087264,28621,Gad1os
ENSMUSG00000087265,28622,Gm12349
ENSMUSG00000087266,28623,Gm15991
ENSMUSG00000087267,28624,4933427J07Rik
ENSMUSG00000087268,28625,Gm14486
ENSMUSG00000087269,28626,D330023K18Rik
ENSMUSG00000087270,28627,Gm12983
ENSMUSG00000087271,28628,NA
ENSMUSG00000087272,28629,Gm15409
ENSMUSG00000087273,28630,Gm13203
ENSMUSG00000087276,28631,Gm11378
ENSMUSG00000087277,28632,2010013B24Rik
ENSMUSG00000087278,28633,A930006I01Rik
ENSMUSG00000087279,28634,4930544D05Rik
ENSMUSG00000087281,28635,Gm16015
ENSMUSG00000087282,28636,Gm15317
ENSMUSG00000087283,28637,Gm13580
ENSMUSG00000087286,28638,Gm9013
ENSMUSG00000087288,28639,Gm13061
ENSMUSG00000087289,28640,4933424M12Rik
ENSMUSG00000087290,28641,Gm15866
ENSMUSG00000087291,28642,Gm11946
ENSMUSG00000087292,28643,Gm13832
ENSMUSG00000087293,28644,Gm14341
ENSMUSG00000087294,28645,Gm13556
ENSMUSG00000087295,28646,Gm11193
ENSMUSG00000087296,28647,Gm12130
ENSMUSG00000087297,28648,NA
ENSMUSG00000087298,28649,Gm9392
ENSMUSG00000087299,28650,Gm12953
ENSMUSG00000087300,28651,Gm16725
ENSMUSG00000087301,28652,Gm13629
ENSMUSG00000087302,28653,Sox5os1
ENSMUSG00000087303,28654,Lipo2
ENSMUSG00000087304,28655,NA
ENSMUSG00000087305,28656,A430035B10Rik
ENSMUSG00000087306,28657,A230004M16Rik
ENSMUSG00000087307,28658,Gm12925
ENSMUSG00000087308,28659,Gm16195
ENSMUSG00000087309,28660,4930528P14Rik
ENSMUSG00000087312,28661,Gm13833
ENSMUSG00000087314,28662,Prkag2os2
ENSMUSG00000087316,28663,Gm11917
ENSMUSG00000087317,28664,4930466I24Rik
ENSMUSG00000087318,28665,Gm12114
ENSMUSG00000087319,28666,Gm15907
ENSMUSG00000087321,28667,Gm5353
ENSMUSG00000087322,28668,Gm16075
ENSMUSG00000087323,28669,Gm14170
ENSMUSG00000087324,28670,Gm14818
ENSMUSG00000087325,28671,Gm6038
ENSMUSG00000087326,28672,Gm12503
ENSMUSG00000087327,28673,Gm15884
ENSMUSG00000087328,28674,Gm12120
ENSMUSG00000087329,28675,Gm15671
ENSMUSG00000087330,28676,Bloodlinc
ENSMUSG00000087331,28677,1810021B22Rik
ENSMUSG00000087332,28678,Gm12690
ENSMUSG00000087333,28679,Gm13652
ENSMUSG00000087334,28680,AW495222
ENSMUSG00000087335,28681,4930526F13Rik
ENSMUSG00000087336,28682,Gm15860
ENSMUSG00000087337,28683,Gm14144
ENSMUSG00000087338,28684,Scpep1os
ENSMUSG00000087339,28685,Gm11586
ENSMUSG00000087340,28686,Gm15228
ENSMUSG00000087341,28687,0610040F04Rik
ENSMUSG00000087342,28688,Gm12238
ENSMUSG00000087343,28689,1700021N21Rik
ENSMUSG00000087344,28690,Gm15627
ENSMUSG00000087345,28691,Gm13746
ENSMUSG00000087346,28692,Gm5699
ENSMUSG00000087347,28693,1700047K16Rik
ENSMUSG00000087348,28694,Gm15582
ENSMUSG00000087349,28695,Gm12680
ENSMUSG00000087350,28696,Gm16254
ENSMUSG00000087351,28697,Gm11464
ENSMUSG00000087352,28698,Gm12999
ENSMUSG00000087353,28699,Gm13727
ENSMUSG00000087354,28700,4930404I05Rik
ENSMUSG00000087355,28701,Gm13187
ENSMUSG00000087356,28702,Gm13856
ENSMUSG00000087357,28703,Gm12498
ENSMUSG00000087358,28704,4930453H23Rik
ENSMUSG00000087360,28705,Gm15104
ENSMUSG00000087361,28706,0610043K17Rik
ENSMUSG00000087362,28707,Gm13710
ENSMUSG00000087363,28708,Gm16347
ENSMUSG00000087364,28709,Gm13398
ENSMUSG00000087365,28710,C430049B03Rik
ENSMUSG00000087366,28711,Junos
ENSMUSG00000087367,28712,Gm15491
ENSMUSG00000087368,28713,BC065397
ENSMUSG00000087369,28714,Gm14696
ENSMUSG00000087370,28715,Tmem170b
ENSMUSG00000087371,28716,Gm15541
ENSMUSG00000087373,28717,Gm15892
ENSMUSG00000087374,28718,Gm15457
ENSMUSG00000087376,28719,Gm15517
ENSMUSG00000087377,28720,AV099323
ENSMUSG00000087378,28721,Gm12414
ENSMUSG00000087379,28722,Gm13849
ENSMUSG00000087380,28723,2210408F21Rik
ENSMUSG00000087381,28724,Gm16008
ENSMUSG00000087382,28725,Ctcflos
ENSMUSG00000087383,28726,Gm12446
ENSMUSG00000087384,28727,Gm15558
ENSMUSG00000087385,28728,AA415398
ENSMUSG00000087386,28729,Gm15637
ENSMUSG00000087387,28730,Gm15420
ENSMUSG00000087388,28731,Gm12128
ENSMUSG00000087389,28732,Gm15592
ENSMUSG00000087390,28733,Gm7598
ENSMUSG00000087393,28734,1700023C21Rik
ENSMUSG00000087394,28735,Gm12945
ENSMUSG00000087395,28736,Gm12705
ENSMUSG00000087396,28737,4933407K13Rik
ENSMUSG00000087397,28738,Rapgef3os2
ENSMUSG00000087398,28739,Gm12343
ENSMUSG00000087399,28740,Gm11899
ENSMUSG00000087400,28741,Gm15270
ENSMUSG00000087401,28742,Gm14664
ENSMUSG00000087402,28743,Gm11867
ENSMUSG00000087403,28744,Kantr
